# Forces      
# CofR        : (0.0000000e+00 0.0000000e+00 0.0000000e+00)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
4.568         	((-1.4404433e+01 -5.4766969e+02 -1.3647412e-15) (-6.7325974e-04 3.4577118e-03 -2.2094601e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5423581e+02 3.9847063e+00 3.8885064e-04) (8.5215694e-04 1.2685573e-07 1.9746579e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.569         	((-1.4394238e+01 -5.4754245e+02 -1.3648408e-15) (-7.0553200e-04 3.4527720e-03 -2.1994952e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5419221e+02 3.9856906e+00 3.8873342e-04) (8.5194121e-04 1.1032279e-05 2.0168939e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.57          	((-1.4382363e+01 -5.4741572e+02 -1.3647068e-15) (-7.3772558e-04 3.4478160e-03 -2.1895463e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5414786e+02 3.9856587e+00 3.8863682e-04) (8.5172266e-04 2.1924671e-05 2.0590401e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.571         	((-1.4373368e+01 -5.4729531e+02 -1.3646077e-15) (-7.6986423e-04 3.4428321e-03 -2.1795404e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5410630e+02 3.9871379e+00 3.8850706e-04) (8.5150867e-04 3.2803281e-05 2.1011136e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.572         	((-1.4362602e+01 -5.4717167e+02 -1.3648882e-15) (-8.0192845e-04 3.4378483e-03 -2.1695686e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5406396e+02 3.9880721e+00 3.8845437e-04) (8.5129145e-04 4.3672481e-05 2.1430949e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.573         	((-1.4349539e+01 -5.4704622e+02 -1.3647101e-15) (-8.3393572e-04 3.4328514e-03 -2.1596167e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5402103e+02 3.9885751e+00 3.8827306e-04) (8.5107586e-04 5.4529889e-05 2.1849888e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.574         	((-1.4337632e+01 -5.4692161e+02 -1.3646524e-15) (-8.6590275e-04 3.4278281e-03 -2.1496976e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5397802e+02 3.9893322e+00 3.8810882e-04) (8.5085427e-04 6.5380211e-05 2.2268026e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.575         	((-1.4326317e+01 -5.4680117e+02 -1.3644629e-15) (-8.9783034e-04 3.4227786e-03 -2.1397470e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5393637e+02 3.9901928e+00 3.8791556e-04) (8.5062995e-04 7.6221068e-05 2.2685334e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.576         	((-1.4313467e+01 -5.4667627e+02 -1.3645227e-15) (-9.2969077e-04 3.4177399e-03 -2.1297866e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5389281e+02 3.9904723e+00 3.8777521e-04) (8.5040372e-04 8.7051242e-05 2.3101894e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.577         	((-1.4298129e+01 -5.4655116e+02 -1.3644302e-15) (-9.6149245e-04 3.4126712e-03 -2.1198586e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5384887e+02 3.9898273e+00 3.8757665e-04) (8.5017200e-04 9.7870531e-05 2.3517504e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.578         	((-1.4283676e+01 -5.4642745e+02 -1.3644890e-15) (-9.9323371e-04 3.4076172e-03 -2.1099149e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5380584e+02 3.9892355e+00 3.8735628e-04) (8.4993790e-04 1.0867659e-04 2.3932485e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.579         	((-1.4269490e+01 -5.4630629e+02 -1.3645585e-15) (-1.0249030e-03 3.4025486e-03 -2.0999857e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5376404e+02 3.9889593e+00 3.8714279e-04) (8.4969788e-04 1.1947012e-04 2.4346530e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.58          	((-1.4255072e+01 -5.4618138e+02 -1.3645405e-15) (-1.0565065e-03 3.3974590e-03 -2.0900840e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5372000e+02 3.9888640e+00 3.8689803e-04) (8.4945505e-04 1.3025076e-04 2.4759675e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.581         	((-1.4240030e+01 -5.4606295e+02 -1.3644042e-15) (-1.0880476e-03 3.3923385e-03 -2.0802012e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5367891e+02 3.9888287e+00 3.8669228e-04) (8.4920496e-04 1.4102198e-04 2.5171831e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.582         	((-1.4226362e+01 -5.4594418e+02 -1.3644227e-15) (-1.1195308e-03 3.3872085e-03 -2.0703071e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5363702e+02 3.9890605e+00 3.8645199e-04) (8.4895197e-04 1.5178135e-04 2.5583188e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.583         	((-1.4209665e+01 -5.4582220e+02 -1.3648520e-15) (-1.1509524e-03 3.3820720e-03 -2.0604127e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5359433e+02 3.9883621e+00 3.8627912e-04) (8.4869484e-04 1.6252929e-04 2.5993741e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.584         	((-1.4192800e+01 -5.4570301e+02 -1.3648873e-15) (-1.1823050e-03 3.3769097e-03 -2.0505434e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5355255e+02 3.9874376e+00 3.8600316e-04) (8.4843030e-04 1.7326586e-04 2.6403314e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.585         	((-1.4177602e+01 -5.4558323e+02 -1.3647836e-15) (-1.2135861e-03 3.3717301e-03 -2.0406883e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5351069e+02 3.9872054e+00 3.8576326e-04) (8.4816022e-04 1.8399085e-04 2.6811978e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.586         	((-1.4160564e+01 -5.4546273e+02 -1.3648320e-15) (-1.2447956e-03 3.3665283e-03 -2.0308513e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5346867e+02 3.9863484e+00 3.8552281e-04) (8.4788326e-04 1.9470309e-04 2.7219714e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.587         	((-1.4140640e+01 -5.4534069e+02 -1.3648582e-15) (-1.2759364e-03 3.3612943e-03 -2.0210399e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5342607e+02 3.9842531e+00 3.8524076e-04) (8.4759637e-04 2.0540153e-04 2.7626478e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.588         	((-1.4122638e+01 -5.4521927e+02 -1.3648978e-15) (-1.3070125e-03 3.3560260e-03 -2.0112531e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5338384e+02 3.9831577e+00 3.8497925e-04) (8.4730062e-04 2.1608817e-04 2.8032278e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.589         	((-1.4105917e+01 -5.4510191e+02 -1.3648682e-15) (-1.3380408e-03 3.3507394e-03 -2.0014378e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5334314e+02 3.9828148e+00 3.8471198e-04) (8.4700619e-04 2.2675749e-04 2.8437380e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.59          	((-1.4085622e+01 -5.4498211e+02 -1.3648191e-15) (-1.3689905e-03 3.3454314e-03 -1.9916552e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5330091e+02 3.9812106e+00 3.8439213e-04) (8.4670727e-04 2.3741125e-04 2.8841542e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.591         	((-1.4064875e+01 -5.4485924e+02 -1.3646827e-15) (-1.3998603e-03 3.3401180e-03 -1.9818874e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5325754e+02 3.9795939e+00 3.8410327e-04) (8.4640646e-04 2.4805073e-04 2.9244755e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.592         	((-1.4047012e+01 -5.4474111e+02 -1.3648822e-15) (-1.4306533e-03 3.3347935e-03 -1.9721462e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5321606e+02 3.9784656e+00 3.8381608e-04) (8.4609923e-04 2.5867631e-04 2.9647049e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.593         	((-1.4026794e+01 -5.4462371e+02 -1.3647074e-15) (-1.4613774e-03 3.3294527e-03 -1.9624198e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5317505e+02 3.9770225e+00 3.8350753e-04) (8.4578715e-04 2.6928801e-04 3.0048376e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.594         	((-1.4008061e+01 -5.4450666e+02 -1.3646126e-15) (-1.4920365e-03 3.3240895e-03 -1.9527170e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5313341e+02 3.9758070e+00 3.8321669e-04) (8.4547025e-04 2.7988671e-04 3.0448782e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.595         	((-1.3989801e+01 -5.4439130e+02 -1.3648767e-15) (-1.5226229e-03 3.3187129e-03 -1.9430321e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5309249e+02 3.9751235e+00 3.8288641e-04) (8.4515155e-04 2.9047036e-04 3.0848257e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.596         	((-1.3967548e+01 -5.4427281e+02 -1.3652255e-15) (-1.5531269e-03 3.3133246e-03 -1.9333664e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5305026e+02 3.9724364e+00 3.8246279e-04) (8.4482856e-04 3.0103692e-04 3.1246666e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.597         	((-1.3948194e+01 -5.4415446e+02 -1.3653359e-15) (-1.5835940e-03 3.3079134e-03 -1.9237036e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5300857e+02 3.9713219e+00 3.8220892e-04) (8.4450580e-04 3.1158753e-04 3.1644346e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.598         	((-1.3930026e+01 -5.4403743e+02 -1.3654071e-15) (-1.6139935e-03 3.3024863e-03 -1.9140571e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5296765e+02 3.9701822e+00 3.8191288e-04) (8.4417880e-04 3.2212156e-04 3.2041196e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.599         	((-1.3896721e+01 -5.4389270e+02 -1.3657255e-15) (-1.6442293e-03 3.2970356e-03 -1.9044933e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5291926e+02 3.9655162e+00 3.8131004e-04) (8.4384248e-04 3.3264889e-04 3.2436036e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.6           	((-1.3885425e+01 -5.4380857e+02 -1.3662071e-15) (-1.6744570e-03 3.2915690e-03 -1.8948724e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5288690e+02 3.9655290e+00 3.8128763e-04) (8.4350228e-04 3.4315094e-04 3.2830910e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.601         	((-1.3862148e+01 -5.4368852e+02 -1.3664983e-15) (-1.7046003e-03 3.2860879e-03 -1.8852737e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5284431e+02 3.9627668e+00 3.8085464e-04) (8.4315817e-04 3.5363601e-04 3.3224750e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.602         	((-1.3839115e+01 -5.4357189e+02 -1.3665115e-15) (-1.7346609e-03 3.2805992e-03 -1.8756853e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5280324e+02 3.9606127e+00 3.8050091e-04) (8.4281215e-04 3.6410448e-04 3.3617593e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.603         	((-1.3817250e+01 -5.4345852e+02 -1.3665254e-15) (-1.7646511e-03 3.2750924e-03 -1.8661045e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5276325e+02 3.9586528e+00 3.8018554e-04) (8.4246117e-04 3.7455841e-04 3.4009554e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.604         	((-1.3794100e+01 -5.4334685e+02 -1.3669725e-15) (-1.7945764e-03 3.2695641e-03 -1.8565429e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5272385e+02 3.9562837e+00 3.7974225e-04) (8.4210536e-04 3.8499842e-04 3.4400562e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.605         	((-1.3771878e+01 -5.4323166e+02 -1.3673055e-15) (-1.8244613e-03 3.2639996e-03 -1.8469898e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5268312e+02 3.9544083e+00 3.7932066e-04) (8.4174564e-04 3.9542350e-04 3.4790733e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.606         	((-1.3743494e+01 -5.4312001e+02 -1.3672578e-15) (-1.8543031e-03 3.2583871e-03 -1.8374417e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5264325e+02 3.9502802e+00 3.7888326e-04) (8.4137982e-04 4.0582989e-04 3.5179919e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.607         	((-1.3720817e+01 -5.4300420e+02 -1.3672297e-15) (-1.8840811e-03 3.2527735e-03 -1.8279042e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5260169e+02 3.9480117e+00 3.7855360e-04) (8.4101117e-04 4.1622168e-04 3.5568213e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.608         	((-1.3697407e+01 -5.4289213e+02 -1.3673031e-15) (-1.9137983e-03 3.2471552e-03 -1.8183775e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5256186e+02 3.9457464e+00 3.7813784e-04) (8.4063872e-04 4.2660056e-04 3.5955531e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.609         	((-1.3671000e+01 -5.4277781e+02 -1.3673910e-15) (-1.9434389e-03 3.2415319e-03 -1.8088675e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5252090e+02 3.9424736e+00 3.7772245e-04) (8.4026231e-04 4.3696226e-04 3.6341854e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.61          	((-1.3643456e+01 -5.4266533e+02 -1.3673378e-15) (-1.9730066e-03 3.2358812e-03 -1.7993816e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5248037e+02 3.9384857e+00 3.7715222e-04) (8.3988044e-04 4.4730477e-04 3.6727121e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.611         	((-1.3619620e+01 -5.4255377e+02 -1.3674234e-15) (-2.0025060e-03 3.2302259e-03 -1.7899114e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5244046e+02 3.9360637e+00 3.7677501e-04) (8.3949528e-04 4.5763101e-04 3.7111460e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.612         	((-1.3592289e+01 -5.4244030e+02 -1.3675796e-15) (-2.0319528e-03 3.2245572e-03 -1.7804484e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5240020e+02 3.9328053e+00 3.7630397e-04) (8.3910859e-04 4.6794056e-04 3.7494832e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.613         	((-1.3567546e+01 -5.4232942e+02 -1.3677401e-15) (-2.0613761e-03 3.2188649e-03 -1.7709944e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5236074e+02 3.9306022e+00 3.7583620e-04) (8.3872047e-04 4.7823584e-04 3.7877401e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.614         	((-1.3543109e+01 -5.4222034e+02 -1.3674732e-15) (-2.0907411e-03 3.2131609e-03 -1.7615540e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5232185e+02 3.9278816e+00 3.7524995e-04) (8.3832713e-04 4.8851633e-04 3.8259000e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.615         	((-1.3514202e+01 -5.4210924e+02 -1.3675448e-15) (-2.1200363e-03 3.2074385e-03 -1.7521361e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5228210e+02 3.9235067e+00 3.7484222e-04) (8.3792879e-04 4.9877795e-04 3.8639553e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.616         	((-1.3488326e+01 -5.4199793e+02 -1.3675827e-15) (-2.1492607e-03 3.2017099e-03 -1.7427299e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5224233e+02 3.9205860e+00 3.7443896e-04) (8.3752767e-04 5.0902352e-04 3.9019181e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.617         	((-1.3458548e+01 -5.4188546e+02 -1.3674105e-15) (-2.1784104e-03 3.1959656e-03 -1.7333426e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5220186e+02 3.9166550e+00 3.7394559e-04) (8.3712469e-04 5.1925139e-04 3.9397796e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.618         	((-1.3432788e+01 -5.4177115e+02 -1.3675697e-15) (-2.2074919e-03 3.1902218e-03 -1.7239747e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5216124e+02 3.9137764e+00 3.7350523e-04) (8.3672159e-04 5.2946249e-04 3.9775491e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.619         	((-1.3402028e+01 -5.4166084e+02 -1.3676230e-15) (-2.2365393e-03 3.1844474e-03 -1.7146178e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5212165e+02 3.9088097e+00 3.7300954e-04) (8.3631370e-04 5.3965397e-04 4.0152297e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.62          	((-1.3373371e+01 -5.4155047e+02 -1.3676350e-15) (-2.2655394e-03 3.1786474e-03 -1.7052849e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5208145e+02 3.9048475e+00 3.7241784e-04) (8.3590403e-04 5.4982665e-04 4.0528143e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.621         	((-1.3346317e+01 -5.4144209e+02 -1.3676885e-15) (-2.2944585e-03 3.1728475e-03 -1.6959723e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5204273e+02 3.9018260e+00 3.7191537e-04) (8.3549543e-04 5.5997882e-04 4.0903017e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.622         	((-1.3316590e+01 -5.4133408e+02 -1.3676604e-15) (-2.3233000e-03 3.1670401e-03 -1.6866742e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5200395e+02 3.8976749e+00 3.7145577e-04) (8.3508500e-04 5.7011156e-04 4.1276861e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.623         	((-1.3285880e+01 -5.4122310e+02 -1.3676929e-15) (-2.3520687e-03 3.1612161e-03 -1.6773990e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5196390e+02 3.8934376e+00 3.7091565e-04) (8.3467097e-04 5.8022609e-04 4.1649668e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.624         	((-1.3255799e+01 -5.4111075e+02 -1.3677687e-15) (-2.3807710e-03 3.1553761e-03 -1.6681472e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5192331e+02 3.8889480e+00 3.7032335e-04) (8.3425213e-04 5.9032133e-04 4.2021450e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.625         	((-1.3224747e+01 -5.4100082e+02 -1.3677039e-15) (-2.4094415e-03 3.1495001e-03 -1.6589245e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5188412e+02 3.8846439e+00 3.6975547e-04) (8.3382623e-04 6.0039903e-04 4.2392343e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.626         	((-1.3196458e+01 -5.4089251e+02 -1.3676728e-15) (-2.4380597e-03 3.1436177e-03 -1.6497338e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5184544e+02 3.8814049e+00 3.6917945e-04) (8.3339977e-04 6.1046111e-04 4.2762294e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.627         	((-1.3168288e+01 -5.4078412e+02 -1.3675102e-15) (-2.4666196e-03 3.1377287e-03 -1.6405661e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5180647e+02 3.8780364e+00 3.6873106e-04) (8.3297320e-04 6.2050558e-04 4.3131324e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.628         	((-1.3136053e+01 -5.4067416e+02 -1.3675044e-15) (-2.4950949e-03 3.1318286e-03 -1.6314196e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5176732e+02 3.8729666e+00 3.6813402e-04) (8.3254429e-04 6.3052489e-04 4.3499310e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.629         	((-1.3102571e+01 -5.4056470e+02 -1.3673824e-15) (-2.5234974e-03 3.1259068e-03 -1.6222940e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5172821e+02 3.8675361e+00 3.6752901e-04) (8.3211241e-04 6.4052165e-04 4.3866214e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.63          	((-1.3070618e+01 -5.4045408e+02 -1.3671655e-15) (-2.5518468e-03 3.1199816e-03 -1.6131671e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5168838e+02 3.8627689e+00 3.6693365e-04) (8.3168137e-04 6.5049573e-04 4.4232219e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.631         	((-1.3038881e+01 -5.4034583e+02 -1.3670611e-15) (-2.5801274e-03 3.1140477e-03 -1.6040320e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5164961e+02 3.8581619e+00 3.6627793e-04) (8.3124780e-04 6.6044916e-04 4.4597172e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.632         	((-1.3007215e+01 -5.4023939e+02 -1.3671839e-15) (-2.6083398e-03 3.1080898e-03 -1.5949236e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5161110e+02 3.8534920e+00 3.6565872e-04) (8.3080917e-04 6.7038127e-04 4.4961035e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.633         	((-1.2977326e+01 -5.4013236e+02 -1.3671180e-15) (-2.6365049e-03 3.1021221e-03 -1.5858577e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5157286e+02 3.8492665e+00 3.6500227e-04) (8.3036522e-04 6.8029516e-04 4.5324110e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.634         	((-1.2946715e+01 -5.4002437e+02 -1.3671114e-15) (-2.6646214e-03 3.0961473e-03 -1.5768386e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5153410e+02 3.8447406e+00 3.6451731e-04) (8.2992059e-04 6.9019153e-04 4.5686349e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.635         	((-1.2912886e+01 -5.3991707e+02 -1.3669743e-15) (-2.6926774e-03 3.0901539e-03 -1.5678498e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5149540e+02 3.8393485e+00 3.6389810e-04) (8.2947266e-04 7.0006654e-04 4.6047652e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.636         	((-1.2879177e+01 -5.3981096e+02 -1.3667322e-15) (-2.7206655e-03 3.0841460e-03 -1.5589090e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5145701e+02 3.8342860e+00 3.6327116e-04) (8.2902068e-04 7.0992053e-04 4.6407983e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.637         	((-1.2846882e+01 -5.3970108e+02 -1.3666346e-15) (-2.7485930e-03 3.0781274e-03 -1.5499917e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5141734e+02 3.8298492e+00 3.6268165e-04) (8.2856787e-04 7.1975484e-04 4.6767375e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.638         	((-1.2814546e+01 -5.3959329e+02 -1.3666198e-15) (-2.7764637e-03 3.0720876e-03 -1.5411074e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5137839e+02 3.8247521e+00 3.6203551e-04) (8.2811146e-04 7.2956845e-04 4.7125818e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.639         	((-1.2780903e+01 -5.3948790e+02 -1.3666021e-15) (-2.8042787e-03 3.0660329e-03 -1.5322592e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5134050e+02 3.8195599e+00 3.6138895e-04) (8.2765219e-04 7.3936152e-04 4.7483300e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.64          	((-1.2746270e+01 -5.3938017e+02 -1.3664784e-15) (-2.8320358e-03 3.0599580e-03 -1.5234605e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5130199e+02 3.8143142e+00 3.6072852e-04) (8.2718965e-04 7.4913446e-04 4.7839807e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.641         	((-1.2710604e+01 -5.3927309e+02 -1.3664584e-15) (-2.8597403e-03 3.0538681e-03 -1.5146397e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5126354e+02 3.8082934e+00 3.6009331e-04) (8.2672941e-04 7.5888457e-04 4.8195414e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.642         	((-1.2675466e+01 -5.3916577e+02 -1.3664008e-15) (-2.8873879e-03 3.0477627e-03 -1.5058685e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5122470e+02 3.8025644e+00 3.5934940e-04) (8.2626386e-04 7.6861268e-04 4.8550057e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4.643         	((-1.2640510e+01 -5.3905738e+02 -1.3662556e-15) (-2.9149785e-03 3.0416260e-03 -1.4971582e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-2.5118564e+02 3.7968520e+00 3.5886813e-04) (8.2579282e-04 7.7832080e-04 4.8903696e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
