experiment "Irregular waves for ECN campaign SOFTWIND SPAR" with ("nantes_main_posn/default.ttf")
/* Wave data read from .dat files prepared with MatLab routine LHEEA_irrwave_generation_SW_SPAR_additionnal.m */
/* Poly-chromatic wave data*/
wave (or run) 1;
Period	Frequency	Amplitude	Height	Direction	Phase
s	Hz	m	m	deg	rad
1.42025	0.704102	0.00103428	0.00206857	0	1.61521
1.41828	0.705078	0.00103229	0.00206458	0	3.97288
1.41632	0.706055	0.0010303	0.00206059	0	2.16957
1.41436	0.707031	0.0010283	0.0020566	0	5.00511
1.41241	0.708008	0.0010263	0.00205261	0	2.80322
1.41047	0.708984	0.0010243	0.00204861	0	4.91816
1.40853	0.709961	0.0010223	0.0020446	0	6.22332
1.40659	0.710938	0.0010203	0.0020406	0	1.88652
1.40466	0.711914	0.00101829	0.00203659	0	0.898532
1.40274	0.712891	0.00101629	0.00203257	0	5.66309
1.40082	0.713867	0.00101428	0.00202856	0	3.40272
1.39891	0.714844	0.00101227	0.00202454	0	6.12447
1.397	0.71582	0.00101026	0.00202052	0	3.9999
1.3951	0.716797	0.00100825	0.0020165	0	6.24494
1.3932	0.717773	0.00100624	0.00201247	0	3.43106
1.3913	0.71875	0.00100422	0.00200845	0	3.30763
1.38942	0.719727	0.00100221	0.00200442	0	0.850919
1.38753	0.720703	0.0010002	0.00200039	0	2.23496
1.38566	0.72168	0.00099818	0.00199636	0	0.164736
1.38378	0.722656	0.000996164	0.00199233	0	1.00779
1.38192	0.723633	0.000994148	0.0019883	0	4.68498
1.38005	0.724609	0.000992131	0.00198426	0	0.191007
1.3782	0.725586	0.000990114	0.00198023	0	2.30306
1.37634	0.726563	0.000988097	0.00197619	0	5.41828
1.3745	0.727539	0.000986079	0.00197216	0	4.35222
1.37265	0.728516	0.000984062	0.00196812	0	4.34132
1.37082	0.729492	0.000982044	0.00196409	0	1.18524
1.36898	0.730469	0.000980027	0.00196005	0	2.77657
1.36716	0.731445	0.000978009	0.00195602	0	3.65416
1.36533	0.732422	0.000975992	0.00195198	0	6.21879
1.36352	0.733398	0.000973975	0.00194795	0	1.28118
1.3617	0.734375	0.000971958	0.00194392	0	1.55655
1.35989	0.735352	0.000969942	0.00193988	0	1.64728
1.35809	0.736328	0.000967926	0.00193585	0	4.71347
1.35629	0.737305	0.000965911	0.00193182	0	2.87126
1.3545	0.738281	0.000963896	0.00192779	0	0.357698
1.35271	0.739258	0.000961882	0.00192376	0	3.1951
1.35092	0.740234	0.000959869	0.00191974	0	1.33178
1.34914	0.741211	0.000957857	0.00191571	0	5.01778
