# Forces      
# CofR        : (0.0000000e+00 0.0000000e+00 0.0000000e+00)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
0.07          	((-2.1334060e-03 -6.0038384e-04 3.3278287e+03) (4.5569069e-07 5.1957968e-07 -4.7598567e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.7309869e-03 5.4217691e-03 -1.1681126e-06) (2.3416541e-07 -1.7470282e-07 3.4258317e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.071         	((1.3187950e-03 2.0149961e-04 3.3275874e+03) (4.5431226e-07 5.1847492e-07 -4.7580464e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-4.3182818e-04 8.5633801e-04 -1.1650508e-06) (2.3399233e-07 -1.7552611e-07 3.4631687e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.072         	((-1.3132041e-03 -5.7700865e-04 3.3277426e+03) (4.5332905e-07 5.1734785e-07 -4.7562399e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.6650041e-03 4.2898143e-03 -1.1670057e-06) (2.3381970e-07 -1.7686169e-07 3.5007510e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.073         	((6.3294486e-04 1.7437382e-04 3.3275331e+03) (4.5175975e-07 5.1621616e-07 -4.7544359e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-5.3007886e-04 1.7929895e-03 -1.1666783e-06) (2.3360852e-07 -1.7758031e-07 3.5378605e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.074         	((-9.6275674e-04 -5.8067536e-04 3.3276592e+03) (4.5069066e-07 5.1500425e-07 -4.7526352e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.5835947e-03 3.8197355e-03 -1.1675031e-06) (2.3343294e-07 -1.7879284e-07 3.5748872e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.075         	((5.2246891e-04 1.2394806e-04 3.3274761e+03) (4.4952908e-07 5.1372061e-07 -4.7508367e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-6.2309265e-04 1.9088086e-03 -1.1684984e-06) (2.3322829e-07 -1.7991399e-07 3.6113231e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.076         	((-1.0682517e-03 -4.8999302e-04 3.3275781e+03) (4.4816832e-07 5.1241987e-07 -4.7490411e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.4375332e-03 3.9782852e-03 -1.1687420e-06) (2.3310317e-07 -1.8083188e-07 3.6468359e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.077         	((6.7582433e-04 6.3854161e-05 3.3274176e+03) (4.4706838e-07 5.1105508e-07 -4.7472475e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.3892638e-04 1.6780997e-03 -1.1691639e-06) (2.3291271e-07 -1.8197995e-07 3.6807550e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.078         	((-1.1265714e-03 -4.4031721e-04 3.3274992e+03) (4.4596645e-07 5.0966632e-07 -4.7454568e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3328176e-03 4.0319473e-03 -1.1707784e-06) (2.3276919e-07 -1.8307547e-07 3.7141405e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.079         	((5.4766309e-04 -3.3819978e-05 3.3273583e+03) (4.4479694e-07 5.0819239e-07 -4.7436679e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-8.6555237e-04 1.8362881e-03 -1.1711583e-06) (2.3256725e-07 -1.8412887e-07 3.7478145e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.08          	((-1.2705239e-03 -3.8790287e-04 3.3274211e+03) (4.4345482e-07 5.0666407e-07 -4.7418814e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2250973e-03 4.1916416e-03 -1.1722077e-06) (2.3242221e-07 -1.8504972e-07 3.7809290e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.081         	((8.8744259e-04 -7.3559076e-05 3.3272979e+03) (4.4238301e-07 5.0506651e-07 -4.7400966e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.5983717e-04 1.3543004e-03 -1.1725246e-06) (2.3221935e-07 -1.8632096e-07 3.8130959e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.082         	((-1.4556330e-03 -3.0982720e-04 3.3273447e+03) (4.4113691e-07 5.0345528e-07 -4.7383142e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1109262e-03 4.4431278e-03 -1.1738119e-06) (2.3209284e-07 -1.8737498e-07 3.8441342e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.083         	((7.8205360e-04 -1.7402133e-04 3.3272365e+03) (4.3988019e-07 5.0183522e-07 -4.7365330e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0758232e-03 1.4311767e-03 -1.1734543e-06) (2.3192372e-07 -1.8848376e-07 3.8766586e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.084         	((-1.3733191e-03 -2.9610016e-04 3.3272685e+03) (4.3856375e-07 5.0016262e-07 -4.7347536e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0741852e-03 4.3619870e-03 -1.1748827e-06) (2.3178021e-07 -1.8957704e-07 3.9079871e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.085         	((7.0348851e-04 -1.7416019e-04 3.3271747e+03) (4.3722321e-07 4.9844844e-07 -4.7329754e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0859055e-03 1.5103807e-03 -1.1756687e-06) (2.3162405e-07 -1.9071186e-07 3.9382345e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.086         	((-1.3939752e-03 -2.6895065e-04 3.3271940e+03) (4.3584494e-07 4.9674540e-07 -4.7311988e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0606784e-03 4.3307879e-03 -1.1771714e-06) (2.3150085e-07 -1.9180264e-07 3.9685813e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.087         	((6.3555114e-04 -1.8128449e-04 3.3271111e+03) (4.3442352e-07 4.9492922e-07 -4.7294229e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0647768e-03 1.5950464e-03 -1.1763664e-06) (2.3136330e-07 -1.9291491e-07 3.9963391e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.088         	((-1.3327910e-03 -3.0952956e-04 3.3271206e+03) (4.3289559e-07 4.9306341e-07 -4.7276483e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1219785e-03 4.2294321e-03 -1.1765594e-06) (2.3120930e-07 -1.9402997e-07 4.0240996e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.089         	((5.7753109e-04 -1.6796498e-04 3.3270476e+03) (4.3131522e-07 4.9118496e-07 -4.7258746e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.0205036e-03 1.6916851e-03 -1.1776825e-06) (2.3109422e-07 -1.9516782e-07 4.0517335e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.09          	((-1.2454450e-03 -3.0040279e-04 3.3270487e+03) (4.2965481e-07 4.8923909e-07 -4.7241022e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1513691e-03 4.1039560e-03 -1.1774363e-06) (2.3096189e-07 -1.9630646e-07 4.0777989e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.091         	((4.4518350e-04 -1.2508400e-04 3.3269834e+03) (4.2793862e-07 4.8730227e-07 -4.7223305e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.5846543e-04 1.8451512e-03 -1.1780722e-06) (2.3086953e-07 -1.9744069e-07 4.1031586e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.092         	((-1.1570890e-03 -3.2527399e-04 3.3269777e+03) (4.2622399e-07 4.8532114e-07 -4.7205600e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.1989727e-03 3.9661140e-03 -1.1775199e-06) (2.3075787e-07 -1.9861873e-07 4.1279231e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.093         	((2.9534093e-04 -1.1318664e-04 3.3269187e+03) (4.2439930e-07 4.8328848e-07 -4.7187902e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-9.1849408e-04 2.0181402e-03 -1.1774537e-06) (2.3068217e-07 -1.9975596e-07 4.1511008e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.094         	((-1.0428235e-03 -3.7375713e-04 3.3269069e+03) (4.2255834e-07 4.8110127e-07 -4.7170209e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2665180e-03 3.8139686e-03 -1.1840530e-06) (2.3051620e-07 -2.0095468e-07 4.1725273e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.095         	((1.6222047e-04 -8.2426446e-05 3.3268533e+03) (4.2070798e-07 4.7892195e-07 -4.7152517e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-8.6532219e-04 2.1659432e-03 -1.1872004e-06) (2.3039093e-07 -2.0218791e-07 4.1938290e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.096         	((-9.5151796e-04 -3.8027148e-04 3.3268369e+03) (4.1869770e-07 4.7672227e-07 -4.7134829e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2988325e-03 3.6861666e-03 -1.1772084e-06) (2.3029473e-07 -2.0342594e-07 4.2150890e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.097         	((7.4265531e-05 -3.4124249e-05 3.3267872e+03) (4.1651486e-07 4.7446622e-07 -4.7117143e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-8.1909241e-04 2.2882053e-03 -1.1848479e-06) (2.3023374e-07 -2.0461274e-07 4.2355988e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.098         	((-9.1475531e-04 -4.1060299e-04 3.3267675e+03) (4.1429923e-07 4.7208533e-07 -4.7099460e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3434271e-03 3.5988570e-03 -1.1871331e-06) (2.3013791e-07 -2.0583228e-07 4.2546779e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.099         	((5.7252384e-06 -1.6277091e-05 3.3267212e+03) (4.1200071e-07 4.6970744e-07 -4.7081776e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.8714161e-04 2.3973392e-03 -1.1728399e-06) (2.3008047e-07 -2.0703933e-07 4.2725903e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.1           	((-8.5940505e-04 -4.1321831e-04 3.3266982e+03) (4.0970281e-07 4.6728336e-07 -4.7064092e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3650786e-03 3.4964780e-03 -1.1820211e-06) (2.3000791e-07 -2.0828609e-07 4.2898978e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.101         	((-5.9871108e-05 5.8042765e-06 3.3266550e+03) (4.0727815e-07 4.6472621e-07 -4.7046405e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.7006496e-04 2.4953135e-03 -1.1850675e-06) (2.2993872e-07 -2.0951773e-07 4.3049760e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.102         	((-7.8983553e-04 -3.6441520e-04 3.3266294e+03) (4.0468777e-07 4.6217830e-07 -4.7028718e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3588758e-03 3.4064266e-03 -1.1796128e-06) (2.2985014e-07 -2.1075646e-07 4.3207146e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.103         	((-1.8303707e-04 8.8234583e-07 3.3265884e+03) (4.0199233e-07 4.5969206e-07 -4.7011027e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.5378843e-04 2.6265812e-03 -1.1812163e-06) (2.2982619e-07 -2.1198172e-07 4.3373849e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.104         	((-6.8426216e-04 -3.8922307e-04 3.3265613e+03) (3.9923529e-07 4.5710676e-07 -4.6993336e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.4005110e-03 3.2838031e-03 -1.1826240e-06) (2.2976265e-07 -2.1327547e-07 4.3522761e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.105         	((-2.5695186e-04 1.4969692e-05 3.3265221e+03) (3.9642132e-07 4.5445678e-07 -4.6975640e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.1896910e-04 2.7188424e-03 -1.1809386e-06) (2.2973650e-07 -2.1457723e-07 4.3659564e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.106         	((-6.5423621e-04 -3.9388042e-04 3.3264930e+03) (3.9352640e-07 4.5174398e-07 -4.6957940e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.4300105e-03 3.2301299e-03 -1.1821322e-06) (2.2967879e-07 -2.1591431e-07 4.3787885e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.107         	((-2.9669298e-04 4.3779537e-05 3.3264560e+03) (3.9051926e-07 4.4907375e-07 -4.6940235e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-6.9412364e-04 2.7844234e-03 -1.1820854e-06) (2.2968033e-07 -2.1724349e-07 4.3912422e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.108         	((-6.3137691e-04 -3.9941227e-04 3.3264249e+03) (3.8744216e-07 4.4637898e-07 -4.6922523e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.4402839e-03 3.1970316e-03 -1.1820479e-06) (2.2968741e-07 -2.1858748e-07 4.4035103e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.109         	((-3.0470113e-04 4.9698076e-05 3.3263893e+03) (3.8428252e-07 4.4362261e-07 -4.6904799e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-6.9794257e-04 2.8216987e-03 -1.1817709e-06) (2.2971388e-07 -2.1994328e-07 4.4149178e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.11          	((-5.9714012e-04 -3.8032843e-04 3.3263574e+03) (3.8102087e-07 4.4081454e-07 -4.6887069e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.4330097e-03 3.1609378e-03 -1.1800545e-06) (2.2972565e-07 -2.2133896e-07 4.4247684e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.111         	((-3.0551292e-04 6.0641833e-05 3.3263228e+03) (3.7766815e-07 4.3802145e-07 -4.6869331e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-6.8846317e-04 2.8570859e-03 -1.1939920e-06) (2.2977512e-07 -2.2274637e-07 4.4341770e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.112         	((-5.4683305e-04 -3.6762800e-04 3.3262898e+03) (3.7422810e-07 4.3523198e-07 -4.6851583e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.4228476e-03 3.1288236e-03 -1.1802396e-06) (2.2983327e-07 -2.2417582e-07 4.4431201e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.113         	((-3.1750006e-04 3.4554507e-05 3.3262561e+03) (3.7066167e-07 4.3242236e-07 -4.6833826e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.1418137e-04 2.9096121e-03 -1.1841721e-06) (2.2991208e-07 -2.2559380e-07 4.4514140e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.114         	((-4.4344669e-04 -3.5289279e-04 3.3262228e+03) (3.6700131e-07 4.2961163e-07 -4.6816058e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.4001802e-03 3.0610394e-03 -1.1818172e-06) (2.2999923e-07 -2.2705046e-07 4.4594119e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.115         	((-3.1633788e-04 1.4139848e-05 3.3261895e+03) (3.6322275e-07 4.2680192e-07 -4.6798279e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.4124899e-04 2.9467404e-03 -1.1948550e-06) (2.3009985e-07 -2.2850709e-07 4.4671004e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.116         	((-4.1075961e-04 -3.3746935e-04 3.3261558e+03) (3.5933205e-07 4.2398523e-07 -4.6780488e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3877431e-03 3.0887853e-03 -1.1705376e-06) (2.3020867e-07 -2.2994324e-07 4.4740398e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.117         	((-2.3367399e-04 3.0210831e-05 3.3261228e+03) (3.5536301e-07 4.2115017e-07 -4.6762685e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.3981278e-04 2.9027070e-03 -1.1827579e-06) (2.3033790e-07 -2.3141269e-07 4.4798943e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.118         	((-3.7425119e-04 -3.3472244e-04 3.3260892e+03) (3.5130963e-07 4.1827387e-07 -4.6744868e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3798678e-03 3.1140862e-03 -1.1885775e-06) (2.3046033e-07 -2.3287789e-07 4.4851291e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.119         	((-1.4328492e-04 3.6490679e-06 3.3260562e+03) (3.4719736e-07 4.1537900e-07 -4.6727037e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.6984315e-04 2.8680798e-03 -1.1769425e-06) (2.3058519e-07 -2.3437910e-07 4.4895669e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.12          	((-3.1110725e-04 -3.3100565e-04 3.3260225e+03) (3.4290536e-07 4.1252647e-07 -4.6709191e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3670649e-03 3.1317758e-03 -1.1785591e-06) (2.3073357e-07 -2.3584598e-07 4.4932859e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.121         	((-3.6717441e-05 1.0653962e-06 3.3259897e+03) (3.3860041e-07 4.0962790e-07 -4.6691328e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.8524517e-04 2.8267620e-03 -1.1836501e-06) (2.3088952e-07 -2.3734800e-07 4.4964514e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.122         	((-2.8963254e-04 -3.0076240e-04 3.3259561e+03) (3.3426621e-07 4.0669562e-07 -4.6673449e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3490314e-03 3.1728564e-03 -1.1805790e-06) (2.3104702e-07 -2.3885543e-07 4.4988976e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.123         	((8.3905503e-05 -2.2724916e-05 3.3259232e+03) (3.2989885e-07 4.0381876e-07 -4.6655553e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.9789534e-04 2.7851218e-03 -1.1791354e-06) (2.3126255e-07 -2.4040340e-07 4.5004294e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.124         	((-2.0303456e-04 -3.0888064e-04 3.3258896e+03) (3.2545843e-07 4.0093393e-07 -4.6637639e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3658527e-03 3.1832115e-03 -1.1807391e-06) (2.3147500e-07 -2.4194626e-07 4.5012925e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.125         	((1.8026984e-04 6.9481561e-05 3.3258569e+03) (3.2099635e-07 3.9804857e-07 -4.6619707e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.4165635e-04 2.7506259e-03 -1.1812547e-06) (2.3168356e-07 -2.4354110e-07 4.5015544e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.126         	((-9.8402077e-05 -3.3060277e-04 3.3258233e+03) (3.1645809e-07 3.9516269e-07 -4.6601756e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3843562e-03 3.1679780e-03 -1.1798510e-06) (2.3188905e-07 -2.4512680e-07 4.5011970e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.127         	((2.5986914e-04 5.9855522e-05 3.3257907e+03) (3.1189041e-07 3.9227930e-07 -4.6583785e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.5375717e-04 2.7692748e-03 -1.1799272e-06) (2.3212216e-07 -2.4672509e-07 4.5001655e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.128         	((3.2447133e-05 -3.3329626e-04 3.3257570e+03) (3.0728917e-07 3.8940310e-07 -4.6565794e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3860546e-03 3.1302422e-03 -1.1804546e-06) (2.3238249e-07 -2.4833454e-07 4.4984035e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.129         	((3.2783638e-04 6.8530849e-05 3.3257247e+03) (3.0266084e-07 3.8653200e-07 -4.6547782e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.5805118e-04 2.7848770e-03 -1.1813691e-06) (2.3264448e-07 -2.4996678e-07 4.4958557e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.13          	((1.4843098e-04 -2.5100298e-04 3.3256913e+03) (2.9802558e-07 3.8365368e-07 -4.6529750e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3411605e-03 3.0956737e-03 -1.1798727e-06) (2.3287327e-07 -2.5164115e-07 4.4925994e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.131         	((4.1544968e-04 4.4221452e-05 3.3256587e+03) (2.9333477e-07 3.8080902e-07 -4.6511695e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.8164417e-04 2.8025947e-03 -1.1794229e-06) (2.3312239e-07 -2.5330305e-07 4.4886239e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.132         	((2.9533665e-04 -2.5531211e-04 3.3256252e+03) (2.8862752e-07 3.7800985e-07 -4.6493618e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3437015e-03 3.0470137e-03 -1.1787932e-06) (2.3338024e-07 -2.5498414e-07 4.4841547e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.133         	((5.0059574e-04 4.4773556e-05 3.3255927e+03) (2.8392145e-07 3.7524993e-07 -4.6475518e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.8625585e-04 2.8128280e-03 -1.1782186e-06) (2.3365150e-07 -2.5668708e-07 4.4792553e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.134         	((3.7561736e-04 -2.3587952e-04 3.3255593e+03) (2.7914341e-07 3.7248574e-07 -4.6457395e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3321086e-03 3.0294445e-03 -1.1779722e-06) (2.3393171e-07 -2.5841358e-07 4.4742792e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.135         	((6.1067860e-04 5.4008273e-05 3.3255268e+03) (2.7431927e-07 3.6968518e-07 -4.6439247e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.9419219e-04 2.8066010e-03 -1.1777491e-06) (2.3422846e-07 -2.6015341e-07 4.4690962e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.136         	((4.5850254e-04 -2.3821083e-04 3.3254936e+03) (2.6941916e-07 3.6686942e-07 -4.6421075e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3375713e-03 3.0160249e-03 -1.1776070e-06) (2.3452465e-07 -2.6189324e-07 4.4633631e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.137         	((6.9279640e-04 8.6926459e-05 3.3254610e+03) (2.6449255e-07 3.6403467e-07 -4.6402878e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.7860458e-04 2.8202632e-03 -1.1780478e-06) (2.3483670e-07 -2.6365088e-07 4.4574302e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.138         	((6.0118357e-04 -2.5280484e-04 3.3254281e+03) (2.5956430e-07 3.6115738e-07 -4.6384655e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3604348e-03 2.9482050e-03 -1.1782291e-06) (2.3512828e-07 -2.6546529e-07 4.4511583e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.139         	((7.1019183e-04 1.2277508e-04 3.3253952e+03) (2.5458511e-07 3.5840286e-07 -4.6366405e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.4866335e-04 2.8855490e-03 -1.1784176e-06) (2.3546387e-07 -2.6723664e-07 4.4439908e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.14          	((7.4382424e-04 -2.6852285e-04 3.3253627e+03) (2.4974464e-07 3.5575255e-07 -4.6348130e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3791548e-03 2.8807024e-03 -1.1786517e-06) (2.3579087e-07 -2.6904788e-07 4.4359809e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.141         	((7.5681453e-04 1.3312774e-04 3.3253295e+03) (2.4497169e-07 3.5314389e-07 -4.6329827e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.3745237e-04 2.9030945e-03 -1.1768110e-06) (2.3612577e-07 -2.7084574e-07 4.4270600e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.142         	((8.5576522e-04 -2.3260743e-04 3.3252973e+03) (2.4023207e-07 3.5061695e-07 -4.6311495e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3636669e-03 2.8535166e-03 -1.1761308e-06) (2.3643282e-07 -2.7266618e-07 4.4162205e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.143         	((8.0464933e-04 1.0256624e-04 3.3252639e+03) (2.3555565e-07 3.4825142e-07 -4.6293135e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.6213199e-04 2.9093752e-03 -1.1758249e-06) (2.3677330e-07 -2.7449568e-07 4.4039565e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.144         	((9.0798505e-04 -2.0951539e-04 3.3252320e+03) (2.3102791e-07 3.4617290e-07 -4.6274745e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3506845e-03 2.8507667e-03 -1.1760741e-06) (2.3712765e-07 -2.7632548e-07 4.3914944e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
0.145         	((8.8625116e-04 1.2785956e-04 3.3251984e+03) (2.2676408e-07 3.4440591e-07 -4.6256325e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-7.4971241e-04 2.8976213e-03 -1.1766356e-06) (2.3747991e-07 -2.7811583e-07 4.3786892e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
