# Forces      
# CofR        : (0.0000000e+00 0.0000000e+00 0.0000000e+00)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
6.167         	((2.2238971e-03 -8.7254735e-04 3.3061585e+03) (2.6545088e-06 -7.3225246e-07 1.1678857e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2837142e-03 2.0789419e-03 -1.2001081e-06) (-6.8315275e-07 -8.3188183e-07 9.4152766e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.168         	((2.1188744e-03 -9.0402338e-04 3.3061657e+03) (2.6554711e-06 -7.3424207e-07 1.1736731e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3351634e-03 2.1115085e-03 -1.1970770e-06) (-6.8363838e-07 -8.3305529e-07 9.4441804e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.169         	((2.1862304e-03 -8.5667021e-04 3.3061716e+03) (2.6565311e-06 -7.3636723e-07 1.1794583e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2571399e-03 2.0704219e-03 -1.1959144e-06) (-6.8412053e-07 -8.3420606e-07 9.4732465e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.17          	((2.0314613e-03 -9.8085438e-04 3.3061775e+03) (2.6574088e-06 -7.3855910e-07 1.1852408e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3704684e-03 2.1317477e-03 -1.1999868e-06) (-6.8466172e-07 -8.3525340e-07 9.5030500e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.171         	((2.1571142e-03 -9.9317897e-04 3.3061837e+03) (2.6578536e-06 -7.4065572e-07 1.1910205e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3572445e-03 2.0958873e-03 -1.2042553e-06) (-6.8522790e-07 -8.3622473e-07 9.5357392e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.172         	((2.1844587e-03 -9.6509296e-04 3.3061893e+03) (2.6583444e-06 -7.4235665e-07 1.1967980e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3450448e-03 2.0936262e-03 -1.2011440e-06) (-6.8572716e-07 -8.3730259e-07 9.5665749e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.173         	((2.0923404e-03 -8.7754990e-04 3.3061946e+03) (2.6589566e-06 -7.4405610e-07 1.2025736e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2974021e-03 2.1157105e-03 -1.2003387e-06) (-6.8623783e-07 -8.3836387e-07 9.5958349e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.174         	((2.2390252e-03 -9.4229195e-04 3.3062019e+03) (2.6597970e-06 -7.4590082e-07 1.2083467e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3537118e-03 2.0393400e-03 -1.1956870e-06) (-6.8678383e-07 -8.3945557e-07 9.6285317e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.175         	((2.1544531e-03 -8.7487578e-04 3.3062073e+03) (2.6608889e-06 -7.4782594e-07 1.2141174e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3145274e-03 2.1359339e-03 -1.2010929e-06) (-6.8731175e-07 -8.4064132e-07 9.6603595e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.176         	((2.1425816e-03 -9.0381858e-04 3.3062135e+03) (2.6618278e-06 -7.4976996e-07 1.2198855e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2928363e-03 2.0842691e-03 -1.2013500e-06) (-6.8781036e-07 -8.4181842e-07 9.6900806e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.177         	((2.1451115e-03 -9.1507354e-04 3.3062191e+03) (2.6625528e-06 -7.5153588e-07 1.2256512e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3374019e-03 2.1332473e-03 -1.2029555e-06) (-6.8831066e-07 -8.4294794e-07 9.7203205e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.178         	((2.1911333e-03 -9.1901456e-04 3.3062266e+03) (2.6633362e-06 -7.5324259e-07 1.2314143e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3053135e-03 2.0507257e-03 -1.2056812e-06) (-6.8878031e-07 -8.4395879e-07 9.7492156e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.179         	((2.1890328e-03 -8.9616548e-04 3.3062332e+03) (2.6644139e-06 -7.5505251e-07 1.2371749e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3263440e-03 2.0532134e-03 -1.2057239e-06) (-6.8930596e-07 -8.4495192e-07 9.7785137e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.18          	((2.1689959e-03 -8.6820965e-04 3.3062397e+03) (2.6656818e-06 -7.5707846e-07 1.2429332e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3069053e-03 2.0534306e-03 -1.2041429e-06) (-6.8984737e-07 -8.4596478e-07 9.8120534e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.181         	((2.2041586e-03 -9.3935133e-04 3.3062455e+03) (2.6674377e-06 -7.5903908e-07 1.2486896e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3228332e-03 2.0682020e-03 -1.2065386e-06) (-6.9049728e-07 -8.4709053e-07 9.8432748e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.182         	((2.2321148e-03 -9.7782037e-04 3.3062533e+03) (2.6695099e-06 -7.6057115e-07 1.2544435e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3287941e-03 2.0307278e-03 -1.2114177e-06) (-6.9107161e-07 -8.4826349e-07 9.8718818e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.183         	((2.0883841e-03 -9.3592720e-04 3.3062594e+03) (2.6715936e-06 -7.6210019e-07 1.2601948e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3593049e-03 2.1324467e-03 -1.2199395e-06) (-6.9148360e-07 -8.4936315e-07 9.8989040e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.184         	((2.1421283e-03 -8.9194123e-04 3.3062664e+03) (2.6739410e-06 -7.6400517e-07 1.2659432e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3076710e-03 2.0931490e-03 -1.2154105e-06) (-6.9200255e-07 -8.5047527e-07 9.9236220e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.185         	((2.2073975e-03 -9.7518427e-04 3.3062726e+03) (2.6763030e-06 -7.6586207e-07 1.2716893e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3373032e-03 2.0593811e-03 -1.2158046e-06) (-6.9254762e-07 -8.5168018e-07 9.9460567e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.186         	((2.1023964e-03 -9.1947268e-04 3.3062801e+03) (2.6783135e-06 -7.6745181e-07 1.2774331e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3304754e-03 2.0473212e-03 -1.2134928e-06) (-6.9309129e-07 -8.5248332e-07 9.9664734e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.187         	((2.1749000e-03 -9.3084415e-04 3.3062865e+03) (2.6804711e-06 -7.6890786e-07 1.2831746e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3507556e-03 2.0296348e-03 -1.2179991e-06) (-6.9364845e-07 -8.5330194e-07 9.9834400e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.188         	((2.1740626e-03 -9.5507763e-04 3.3062943e+03) (2.6828989e-06 -7.7031730e-07 1.2889141e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3537726e-03 2.0391249e-03 -1.2042876e-06) (-6.9429453e-07 -8.5415229e-07 9.9983644e-08) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.189         	((2.1142659e-03 -9.7291844e-04 3.3063002e+03) (2.6856906e-06 -7.7156812e-07 1.2946515e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3419019e-03 2.1504391e-03 -1.2068644e-06) (-6.9494783e-07 -8.5498798e-07 1.0014240e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.19          	((2.1102960e-03 -9.8243052e-04 3.3063070e+03) (2.6888011e-06 -7.7272076e-07 1.3003865e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3459480e-03 2.1274727e-03 -1.2008186e-06) (-6.9547131e-07 -8.5634895e-07 1.0030175e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.191         	((2.1116589e-03 -9.5292054e-04 3.3063139e+03) (2.6914369e-06 -7.7387462e-07 1.3061190e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3403895e-03 2.0449369e-03 -1.2034609e-06) (-6.9604087e-07 -8.5705830e-07 1.0048942e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.192         	((2.1208576e-03 -8.8646350e-04 3.3063210e+03) (2.6939582e-06 -7.7499854e-07 1.3118488e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3037473e-03 2.1331361e-03 -1.2063186e-06) (-6.9660437e-07 -8.5760365e-07 1.0069317e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.193         	((2.2034207e-03 -9.9424309e-04 3.3063280e+03) (2.6963766e-06 -7.7627099e-07 1.3175765e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3848330e-03 1.9139501e-03 -1.2078984e-06) (-6.9716193e-07 -8.5796306e-07 1.0091671e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.194         	((2.1279940e-03 -1.0076904e-03 3.3063357e+03) (2.6993402e-06 -7.7765381e-07 1.3233020e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3548616e-03 2.0936120e-03 -1.2025741e-06) (-6.9781408e-07 -8.5854801e-07 1.0114419e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.195         	((2.2040387e-03 -1.0005269e-03 3.3063418e+03) (2.7030713e-06 -7.7895973e-07 1.3290255e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3471384e-03 2.0645682e-03 -1.2048961e-06) (-6.9841911e-07 -8.5995916e-07 1.0134188e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.196         	((2.1436023e-03 -1.0157998e-03 3.3063496e+03) (2.7067029e-06 -7.8008596e-07 1.3347468e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3725366e-03 2.0783685e-03 -1.2051548e-06) (-6.9898159e-07 -8.6109239e-07 1.0153181e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.197         	((2.1155715e-03 -1.0733025e-03 3.3063556e+03) (2.7102960e-06 -7.8116713e-07 1.3404658e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3634463e-03 2.0495717e-03 -1.2114085e-06) (-6.9957128e-07 -8.6198017e-07 1.0174130e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.198         	((2.0883660e-03 -1.0362809e-03 3.3063625e+03) (2.7140289e-06 -7.8247433e-07 1.3461823e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3776810e-03 2.1212506e-03 -1.2057115e-06) (-7.0016893e-07 -8.6283238e-07 1.0197952e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.199         	((2.1629862e-03 -1.0072337e-03 3.3063703e+03) (2.7179548e-06 -7.8400289e-07 1.3518964e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3528502e-03 2.0641218e-03 -1.2053515e-06) (-7.0074597e-07 -8.6368770e-07 1.0221029e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.2           	((2.2179419e-03 -1.0259916e-03 3.3063779e+03) (2.7218153e-06 -7.8551966e-07 1.3576084e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3287625e-03 2.0524296e-03 -1.2030117e-06) (-7.0123498e-07 -8.6456203e-07 1.0240687e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.201         	((2.2817149e-03 -1.1169658e-03 3.3063840e+03) (2.7257767e-06 -7.8682743e-07 1.3633183e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3419787e-03 1.9489454e-03 -1.2066123e-06) (-7.0175763e-07 -8.6542699e-07 1.0260090e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.202         	((2.1164307e-03 -1.1569896e-03 3.3063914e+03) (2.7298771e-06 -7.8804991e-07 1.3690260e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.4116203e-03 2.1267965e-03 -1.2082210e-06) (-7.0234652e-07 -8.6619813e-07 1.0281107e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.203         	((2.2283241e-03 -1.0848634e-03 3.3063995e+03) (2.7338743e-06 -7.8940665e-07 1.3747311e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3600230e-03 2.0017130e-03 -1.2075215e-06) (-7.0295309e-07 -8.6694950e-07 1.0302712e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.204         	((2.1163856e-03 -1.1187749e-03 3.3064075e+03) (2.7377759e-06 -7.9078720e-07 1.3804336e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3922611e-03 2.1116642e-03 -1.2074705e-06) (-7.0345339e-07 -8.6770017e-07 1.0324768e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.205         	((2.1862873e-03 -1.0003647e-03 3.3064139e+03) (2.7417273e-06 -7.9201054e-07 1.3861335e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3158176e-03 2.0194996e-03 -1.2092751e-06) (-7.0365483e-07 -8.6826750e-07 1.0347288e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.206         	((2.1334482e-03 -1.1231662e-03 3.3064209e+03) (2.7459356e-06 -7.9333274e-07 1.3918309e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.4104889e-03 2.1051985e-03 -1.2102111e-06) (-7.0403673e-07 -8.6883096e-07 1.0369572e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.207         	((2.1987569e-03 -1.0186089e-03 3.3064292e+03) (2.7505172e-06 -7.9470579e-07 1.3975259e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3315557e-03 2.0164183e-03 -1.2070811e-06) (-7.0462448e-07 -8.6962258e-07 1.0392549e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.208         	((2.1167837e-03 -1.0975123e-03 3.3064377e+03) (2.7550486e-06 -7.9600636e-07 1.4032182e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3748825e-03 2.1149509e-03 -1.2134492e-06) (-7.0504429e-07 -8.7032596e-07 1.0412244e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.209         	((2.2288771e-03 -9.4505844e-04 3.3064451e+03) (2.7592850e-06 -7.9751792e-07 1.4089080e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2401446e-03 2.0214172e-03 -1.2092789e-06) (-7.0535265e-07 -8.7085692e-07 1.0429500e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.21          	((2.2109431e-03 -1.1159268e-03 3.3064536e+03) (2.7635215e-06 -7.9935820e-07 1.4145952e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.4099511e-03 2.0683949e-03 -1.2071178e-06) (-7.0575793e-07 -8.7138640e-07 1.0449781e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.211         	((2.2120504e-03 -9.8810569e-04 3.3064603e+03) (2.7681667e-06 -8.0130168e-07 1.4202799e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3258576e-03 2.0149565e-03 -1.2073271e-06) (-7.0622607e-07 -8.7203675e-07 1.0472654e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.212         	((2.1055692e-03 -1.0952255e-03 3.3064684e+03) (2.7734688e-06 -8.0302155e-07 1.4259625e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3787400e-03 2.1108227e-03 -1.2050840e-06) (-7.0662631e-07 -8.7278510e-07 1.0495498e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.213         	((2.1352793e-03 -1.0190265e-03 3.3064771e+03) (2.7790885e-06 -8.0455208e-07 1.4316426e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2971559e-03 2.0332988e-03 -1.2050286e-06) (-7.0698187e-07 -8.7353950e-07 1.0517303e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.214         	((2.1012655e-03 -1.2733914e-03 3.3064852e+03) (2.7845013e-06 -8.0629368e-07 1.4373203e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.5062119e-03 2.1395403e-03 -1.2101106e-06) (-7.0742803e-07 -8.7417808e-07 1.0539304e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.215         	((2.3141430e-03 -1.0277631e-03 3.3064924e+03) (2.7896557e-06 -8.0849648e-07 1.4429956e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.2713605e-03 1.9253005e-03 -1.2130366e-06) (-7.0790172e-07 -8.7474709e-07 1.0562387e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.216         	((2.2579060e-03 -1.1681847e-03 3.3065005e+03) (2.7947908e-06 -8.1088853e-07 1.4486687e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3976883e-03 1.9984583e-03 -1.2116955e-06) (-7.0829309e-07 -8.7532155e-07 1.0585651e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.217         	((2.2665942e-03 -1.0613912e-03 3.3065085e+03) (2.8000007e-06 -8.1301694e-07 1.4543394e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3155311e-03 1.9730823e-03 -1.2158221e-06) (-7.0863350e-07 -8.7584365e-07 1.0607283e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.218         	((2.2341338e-03 -1.2197101e-03 3.3065166e+03) (2.8052826e-06 -8.1508039e-07 1.4600072e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.4529017e-03 2.0420081e-03 -1.2166246e-06) (-7.0900858e-07 -8.7635401e-07 1.0627422e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.219         	((2.3618497e-03 -1.1170776e-03 3.3065258e+03) (2.8107790e-06 -8.1715398e-07 1.4656724e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3536088e-03 1.9860374e-03 -1.2151725e-06) (-7.0941352e-07 -8.7687015e-07 1.0645775e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.22          	((2.2711142e-03 -1.1411420e-03 3.3065338e+03) (2.8162795e-06 -8.1911856e-07 1.4713349e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3696041e-03 2.0576340e-03 -1.2116669e-06) (-7.0978215e-07 -8.7732938e-07 1.0660969e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.221         	((2.2441501e-03 -1.1357708e-03 3.3065410e+03) (2.8215537e-06 -8.2093642e-07 1.4769948e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3356962e-03 1.9886771e-03 -1.2114125e-06) (-7.1011715e-07 -8.7768099e-07 1.0678041e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.222         	((2.2087606e-03 -1.2310473e-03 3.3065503e+03) (2.8269569e-06 -8.2265929e-07 1.4826521e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.4548726e-03 2.0294086e-03 -1.2153296e-06) (-7.1046022e-07 -8.7797956e-07 1.0699355e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.223         	((2.2096948e-03 -1.1764497e-03 3.3065591e+03) (2.8327392e-06 -8.2456209e-07 1.4883066e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3936011e-03 2.0735422e-03 -1.2163759e-06) (-7.1083350e-07 -8.7829944e-07 1.0721362e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.224         	((2.1937524e-03 -1.1963013e-03 3.3065674e+03) (2.8387624e-06 -8.2664262e-07 1.4939584e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3580794e-03 2.0252056e-03 -1.2149401e-06) (-7.1114366e-07 -8.7864866e-07 1.0746113e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.225         	((2.1861604e-03 -1.1739860e-03 3.3065756e+03) (2.8449820e-06 -8.2876429e-07 1.4996072e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3737219e-03 2.0233633e-03 -1.2152341e-06) (-7.1140697e-07 -8.7904083e-07 1.0769823e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.226         	((2.2405517e-03 -1.1862296e-03 3.3065831e+03) (2.8511933e-06 -8.3084961e-07 1.5052532e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3716011e-03 1.9877374e-03 -1.2157648e-06) (-7.1169210e-07 -8.7943567e-07 1.0789200e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.227         	((2.1952697e-03 -1.1919306e-03 3.3065911e+03) (2.8573298e-06 -8.3301595e-07 1.5108962e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3574845e-03 2.0037472e-03 -1.2166869e-06) (-7.1203809e-07 -8.7977464e-07 1.0806216e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.228         	((2.1527910e-03 -1.2409615e-03 3.3066005e+03) (2.8634833e-06 -8.3528594e-07 1.5165363e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.4340032e-03 2.0732813e-03 -1.2138797e-06) (-7.1242602e-07 -8.8006292e-07 1.0823187e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.229         	((2.0966178e-03 -1.2662317e-03 3.3066095e+03) (2.8696379e-06 -8.3763867e-07 1.5221735e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.4547014e-03 2.1252688e-03 -1.2148907e-06) (-7.1284631e-07 -8.8029083e-07 1.0845200e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.23          	((2.0450150e-03 -1.2730310e-03 3.3066183e+03) (2.8758145e-06 -8.4015939e-07 1.5278077e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.4545532e-03 2.1438675e-03 -1.2139390e-06) (-7.1327791e-07 -8.8046019e-07 1.0870324e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.231         	((2.0833460e-03 -1.1756080e-03 3.3066268e+03) (2.8817007e-06 -8.4232764e-07 1.5334390e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3781670e-03 2.1047932e-03 -1.2194382e-06) (-7.1360005e-07 -8.8063149e-07 1.0891021e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.232         	((2.1521020e-03 -1.2310412e-03 3.3066366e+03) (2.8870295e-06 -8.4429928e-07 1.5390672e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3776183e-03 2.0091120e-03 -1.2183208e-06) (-7.1390941e-07 -8.8079298e-07 1.0909851e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.233         	((2.0692664e-03 -1.2374133e-03 3.3066456e+03) (2.8917886e-06 -8.4648560e-07 1.5446924e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3921209e-03 2.1996596e-03 -1.2167701e-06) (-7.1436029e-07 -8.8066224e-07 1.0928859e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.234         	((2.2286514e-03 -1.2376811e-03 3.3066537e+03) (2.8968129e-06 -8.4875336e-07 1.5503147e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3553775e-03 1.9923077e-03 -1.2158102e-06) (-7.1474159e-07 -8.8058554e-07 1.0947760e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.235         	((2.2068213e-03 -1.2699129e-03 3.3066634e+03) (2.9025761e-06 -8.5115103e-07 1.5559339e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.4581269e-03 2.0641492e-03 -1.2204081e-06) (-7.1506933e-07 -8.8079847e-07 1.0968343e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.236         	((2.1709490e-03 -1.1971306e-03 3.3066724e+03) (2.9085977e-06 -8.5367280e-07 1.5615500e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3972957e-03 2.0814253e-03 -1.2222928e-06) (-7.1539958e-07 -8.8110802e-07 1.0989135e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.237         	((2.1909653e-03 -1.2408107e-03 3.3066810e+03) (2.9146329e-06 -8.5636061e-07 1.5671632e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.4548974e-03 2.0441795e-03 -1.2234966e-06) (-7.1576152e-07 -8.8149865e-07 1.1008741e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.238         	((2.1388932e-03 -1.1817412e-03 3.3066897e+03) (2.9205967e-06 -8.5901910e-07 1.5727738e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3807178e-03 2.0295420e-03 -1.2211542e-06) (-7.1611799e-07 -8.8189405e-07 1.1027036e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.239         	((2.1138286e-03 -1.1948406e-03 3.3066982e+03) (2.9263905e-06 -8.6138227e-07 1.5783817e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3548398e-03 2.0917251e-03 -1.2216454e-06) (-7.1633782e-07 -8.8210203e-07 1.1044271e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.24          	((2.1224095e-03 -1.1847358e-03 3.3067071e+03) (2.9321440e-06 -8.6368029e-07 1.5839867e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3285629e-03 2.0358932e-03 -1.2207275e-06) (-7.1667333e-07 -8.8230396e-07 1.1062161e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.241         	((2.0611542e-03 -1.1812344e-03 3.3067161e+03) (2.9380064e-06 -8.6613299e-07 1.5895887e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3719330e-03 2.0895206e-03 -1.2206162e-06) (-7.1717799e-07 -8.8268755e-07 1.1081418e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6.242         	((2.0854489e-03 -1.1646456e-03 3.3067258e+03) (2.9438730e-06 -8.6858580e-07 1.5951878e-02) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-1.3490886e-03 2.0738199e-03 -1.2200968e-06) (-7.1751807e-07 -8.8291206e-07 1.1100183e-07) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
